OTU,Size,Taxonomy,,,,,
Otu0696,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100)
Otu0697,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100)
Otu0698,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100)
Otu0699,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100)
Otu0700,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100)
Otu0701,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100),Alphaproteobacteria_unclassified(100)
Otu0702,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0703,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0704,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0705,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0706,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0707,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0708,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0709,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0710,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0711,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0712,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Roseovarius(100)
Otu0713,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0714,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0715,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Roseibium(100)
Otu0716,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Paracoccus(100)
Otu0717,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0718,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0719,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0720,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0721,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0722,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0723,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Paracoccus(100)
Otu0724,1,Bacteria(100),Verrucomicrobia(100),Opitutae(100),Puniceicoccales(100),Puniceicoccaceae(100),Puniceicoccaceae_unclassified(100)
Otu0725,1,Bacteria(100),Verrucomicrobia(100),Opitutae(100),Puniceicoccales(100),Puniceicoccaceae(100),Cerasicoccus(100)
Otu0726,1,Bacteria(100),Spirochaetes(100),Spirochaetes(100),Spirochaetales(100),Spirochaetaceae(100),Spirochaeta(100)
Otu0727,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Rhizobiales_unclassified(100),Rhizobiales_unclassified(100)
Otu0728,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Bradyrhizobiaceae(100),Bosea(100)
Otu0729,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Bradyrhizobiaceae(100),Rhodopseudomonas(100)
Otu0730,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Rhodobiaceae(100),Anderseniella(100)
Otu0731,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Rhizobiales_unclassified(100),Rhizobiales_unclassified(100)
Otu0732,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhizobiales(100),Phyllobacteriaceae(100),Phyllobacteriaceae_unclassified(100)
Otu0733,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0734,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0735,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0736,1,Bacteria(100),Verrucomicrobia(100),Opitutae(100),Puniceicoccales(100),Puniceicoccaceae(100),Coraliomargarita(100)
Otu0737,1,Bacteria(100),Spirochaetes(100),Spirochaetes(100),Spirochaetales(100),Spirochaetaceae(100),Spirochaeta(100)
Otu0738,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Thiotrichales(100),Piscirickettsiaceae(100),Piscirickettsia(100)
Otu0739,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0740,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0741,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0742,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0743,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0744,1,Bacteria(100),Proteobacteria(100),Alphaproteobacteria(100),Rhodobacterales(100),Rhodobacteraceae(100),Rhodobacteraceae_unclassified(100)
Otu0745,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0746,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0747,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0748,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100),Gammaproteobacteria_unclassified(100)
Otu0749,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0750,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0751,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0752,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0753,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0754,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0755,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0756,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0757,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0758,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0759,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0760,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0761,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0762,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0763,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0764,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0765,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0766,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0767,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0768,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0769,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0770,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0771,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0772,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0773,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0774,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0775,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0776,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0777,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0778,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0779,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0780,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0781,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0782,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0783,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0784,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0785,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0786,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0787,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0788,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0789,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0790,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0791,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0792,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0793,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0794,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0795,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0796,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0797,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0798,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0799,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0800,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0801,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0802,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0803,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0804,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0805,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0806,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0807,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0808,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0809,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0810,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0811,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0812,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0813,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0814,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0815,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0816,1,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100)
Otu0817,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0818,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0819,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0820,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0821,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0822,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0823,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0824,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0825,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0826,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0827,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Oceanospirillales_unclassified(100),Oceanospirillales_unclassified(100)
Otu0828,1,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100)
Otu0829,1,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100)
Otu0830,1,Bacteria(100),Actinobacteria(100),Actinobacteria(100),Bifidobacteriales(100),Bifidobacteriaceae(100),Bifidobacterium(100)
Otu0831,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0832,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0833,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0834,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0835,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0836,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0837,1,Bacteria(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100),Bacteria_unclassified(100)
Otu0838,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0839,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0840,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0841,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0842,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0843,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0844,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0845,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0846,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0847,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0848,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0849,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0850,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0851,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0852,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0853,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0854,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0855,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0856,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0857,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0858,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0859,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0860,1,Bacteria(100),Chlamydiae(100),Chlamydiae(100),Chlamydiales(100),Chlamydiales_unclassified(100),Chlamydiales_unclassified(100)
Otu0861,1,Bacteria(100),Chloroflexi(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100)
Otu0862,1,Bacteria(100),TM7(100),TM7_class_incertae_sedis(100),TM7_order_incertae_sedis(100),TM7_family_incertae_sedis(100),TM7_genus_incertae_sedis(100)
Otu0863,1,Bacteria(100),Firmicutes(100),Clostridia(100),Clostridiales(100),Clostridiales_unclassified(100),Clostridiales_unclassified(100)
Otu0864,1,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Deltaproteobacteria_unclassified(100),Deltaproteobacteria_unclassified(100),Deltaproteobacteria_unclassified(100)
Otu0865,1,Bacteria(100),Chloroflexi(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100)
Otu0866,1,Bacteria(100),Chloroflexi(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100),Chloroflexi_unclassified(100)
Otu0867,1,Bacteria(100),Proteobacteria(100),Betaproteobacteria(100),Methylophilales(100),Methylophilaceae(100),Methylophilus(100)
Otu0868,1,Bacteria(100),Verrucomicrobia(100),Spartobacteria(100),Spartobacteria_order_incertae_sedis(100),Spartobacteria_family_incertae_sedis(100),Spartobacteria_genera_incertae_sedis(100)
Otu0869,1,Bacteria(100),Proteobacteria(100),Deltaproteobacteria(100),Deltaproteobacteria_unclassified(100),Deltaproteobacteria_unclassified(100),Deltaproteobacteria_unclassified(100)
Otu0870,1,Bacteria(100),Chlamydiae(100),Chlamydiae(100),Chlamydiales(100),Chlamydiales_unclassified(100),Chlamydiales_unclassified(100)
Otu0871,1,Bacteria(100),Proteobacteria(100),Gammaproteobacteria(100),Oceanospirillales(100),Hahellaceae(100),Endozoicomonas(100)
Otu0872,1,Bacteria(100),Chlamydiae(100),Chlamydiae(100),Chlamydiales(100),Chlamydiales_unclassified(100),Chlamydiales_unclassified(100)
